공간정보일련번호,관리번호,종류,등급,명칭,상태,도엽명,계획기관,표지상황,위치,위치_비고,측량연도,고시일자,고시번호,기준타원체,종축(x)좌표,횡축(y)좌표,정표고(h),직각좌표계원점
3123,8249,공공기준점,4급,B.345,양호,부산,부산광역시,동판,부산광역시금정구부곡1동,J&S익스프레스건너편횡단보도에위치함,2010,,,GRS80,291796.273,208513.889,28.504,
3124,8250,공공기준점,4급,B.346,양호,부산,부산광역시,동판,부산광역시금정구부곡1동,우리은행부곡동지점앞횡단보도에위치함,2010,,,GRS80,291875.43,208276.24,15.882,
3125,8251,공공기준점,4급,B.347,양호,부산,부산광역시,동판,부산광역시금정구부곡1동,광혜가스상사앞횡단보도옆에위치함,2010,,,GRS80,291776.417,208262.871,15.167,
3126,8252,공공기준점,4급,B.348,양호,부산,부산광역시,동판,부산광역시금정구부곡4동,부곡장미아파트정문앞AS도로에위치함,2010,,,GRS80,291433.331,208436.27,33.045,
3127,8253,공공기준점,4급,B.349,양호,부산,부산광역시,동판,부산광역시금정구부곡4동,이수현의형기념비앞AS도로에위치함,2010,,,GRS80,291525.244,208405.253,32.465,
3128,8254,공공기준점,4급,B.350,양호,부산,부산광역시,동판,부산광역시금정구부곡4동,통통반점앞횡단보도에위치함,2010,,,GRS80,291243.477,208653.464,58.398,
3129,8255,공공기준점,4급,B.351,양호,부산,부산광역시,동판,부산광역시금정구서1동,복음약국앞삼거리중앙안전지대에위치함,2010,,,GRS80,291231.673,208692.763,59.629,
3130,8256,공공기준점,4급,B.352,양호,부산,부산광역시,동판,부산광역시금정구부곡4동,남해공인중개사앞L형측구에위치함,2010,,,GRS80,291506.125,208657.49,68.894,
3131,8257,공공기준점,4급,B.353,양호,부산,부산광역시,동판,부산광역시금정구부곡4동,부곡늘푸른아파트112동앞삼거리AS도로중앙에위치함,2010,,,GRS80,291548.775,208627.113,70.689,
3132,8258,공공기준점,4급,B.354,양호,부산,부산광역시,동판,부산광역시금정구서1동,삼화여객정문앞버스표지판옆에위치함,2010,,,GRS80,291311.799,208753.882,61.155,
3133,8259,공공기준점,4급,B.355,양호,부산,부산광역시,동판,부산광역시금정구서1동,금정구서동공영주차장입구우측AS도로에위치함,2010,,,GRS80,291309.157,208847.051,52.119,
3134,8260,공공기준점,4급,B.356,양호,부산,부산광역시,동판,부산광역시금정구서1동,서1동경로당옆공원입구AS도로에위치함,2010,,,GRS80,291265.136,208948.399,40.849,
3135,8261,공공기준점,4급,B.357,양호,부산,부산광역시,동판,부산광역시금정구서1동,동성교회야외주차장입구우측약5M지점교통표지판밑AS도로에위치함,2010,,,GRS80,291396.332,209080.193,49.435,
3136,8262,공공기준점,4급,B.358,양호,부산,부산광역시,동판,부산광역시금정구서1동,서1동동길경로단입구좌측AS도로에위치함,2010,,,GRS80,291074.169,208716.184,78.858,
3137,8263,공공기준점,4급,B.359,양호,부산,부산광역시,동판,부산광역시금정구서1동,서명초교입구횡단보도에위치함,2010,,,GRS80,291011.763,208689.037,91.567,
3138,8264,공공기준점,4급,B.360,양호,부산,부산광역시,동판,부산광역시금정구서1동,서남4길49번가옥앞AS도로에위치함,2010,,,GRS80,290982.81,208737.002,90.21,
3139,8265,공공기준점,4급,B.361,양호,부산,부산광역시,동판,부산광역시금정구서1동,동상교회북서쪽야외주차장앞L형측구에위치함,2010,,,GRS80,290968.893,208852.714,90.486,
3140,8266,공공기준점,4급,B.362,양호,부산,부산광역시,동판,부산광역시금정구서1동,동상교회건너편팬스앞L형측구에위치함,2010,,,GRS80,290943.983,208902.704,89.312,
3141,8267,공공기준점,4급,B.363,양호,부산,부산광역시,동판,부산광역시금정구서2동,동화마트앞교통섬에위치함,2010,,,GRS80,290774.786,209098.986,53.115,
3142,8268,공공기준점,4급,B.364,양호,부산,부산광역시,동판,부산광역시금정구서2동,성지리벨루스아파트입구우측약10M지점마을버스정류장L형측구에위치함,2010,,,GRS80,290773.748,209037.435,63.243,
3531,8040,공공기준점,4급,9173,양호,부산,부산광역시,동판,부산광역시북구구포1동,삼락IC에서화명방향으로진행중구포역옆표지판에서30M지점에위치함.,2009,,,GRS80,290161.509,199765.342,5.554,
3532,8041,공공기준점,4급,9174,양호,부산,부산광역시,동판,부산광역시북구덕천2동,덕천IC직전500M지점에갓길에위치함.,2009,,,GRS80,290514.959,200058.975,5.646,
3533,8042,공공기준점,4급,9175,양호,부산,부산광역시,동판,부산광역시북구덕천2동,덕천IC직전200M지점에갓길에위치함.,2009,,,GRS80,290784.426,200217.185,5.997,
3534,8043,공공기준점,4급,9176,양호,부산,부산광역시,동판,부산광역시북구덕천2동,덕천IC지나200M지점에갓길안전지대에위치함.,2009,,,GRS80,291112.491,200321.208,5.253,
3535,8044,공공기준점,4급,9177,양호,부산,부산광역시,동판,부산광역시북구덕천2동,금곡과선교앞안전지대에위치함.,2009,,,GRS80,291402.013,200384.355,5.254,
3536,8045,공공기준점,4급,9179,양호,부산,부산광역시,동판,부산광역시강서구명지동,명지농협하나로마트에서명치초교를지나영강둑길끝부분에위치함.,2009,,,GRS80,279030.061,193487.473,4.152,
3537,8046,공공기준점,4급,9180,양호,부산,부산광역시,동판,부산광역시강서구명지동,명지초교앞삼거리부근에위치함.,2009,,,GRS80,279164.14,193221.28,3.214,
3538,8047,공공기준점,4급,9181,양호,부산,부산광역시,동판,부산광역시강서구대저2동,제3농로육교를지나1500M지점에위치함.,2009,,,GRS80,286324.782,193407.069,1.487,
3539,7074,공공기준점,4급,B.852,양호,부산,부산광역시,동판,부산광역시수영구수영동,명동미용실앞사거리코너에위치함.,2010,,,GRS80,286315.546,210429.54,6.0196,
3540,7075,공공기준점,4급,B.853,양호,부산,부산광역시,동판,부산광역시수영구수영동,포장마차좌측전주앞에위치함.,2010,,,GRS80,286296.176,210786.672,2.0763,
3541,7076,공공기준점,4급,B.854,양호,부산,부산광역시,동판,부산광역시수영구수영동,근대화슈퍼앞사거리사각맨홀옆에위치함.,2010,,,GRS80,286226.038,210881.118,2.0353,
3542,7077,공공기준점,4급,B.855,양호,부산,부산광역시,동판,부산광역시수영구광안3동,연수로382번길72번가옥우측골목입구에위치함.,2010,,,GRS80,285661.837,209983.025,23.1078,
3543,7078,공공기준점,4급,B.856,양호,부산,부산광역시,동판,부산광역시수영구광안3동,망미번영로16번나길36번가옥좌측담장끝앞사각맨홀옆에위치함.,2010,,,GRS80,285609.251,209900.553,37.1983,
3544,7079,공공기준점,4급,B.857,양호,부산,부산광역시,동판,부산광역시수영구광안1동,JC마트앞오거리중앙에위치함.,2010,,,GRS80,285372.486,210765.285,3.5592,
3545,7080,공공기준점,4급,B.858,양호,부산,부산광역시,동판,부산광역시수영구광안1동,민속흑염소집앞삼거리중앙에위치함.,2010,,,GRS80,285303.991,210752.876,3.4578,
3546,7081,공공기준점,4급,B.859,양호,부산,부산광역시,동판,부산광역시수영구민락동,백산허리길입구도로중앙안전지대에위치함.(과속방지턱만나는곳),2010,,,GRS80,285423.131,211490.133,4.8921,
3547,7082,공공기준점,4급,B.860,양호,부산,부산광역시,동판,부산광역시수영구민락동,수영클린센터입구맞은편화단시작부경계석앞CON'C갓길에위치함.,2010,,,GRS80,285412.399,211554.532,3.162,
3548,7083,공공기준점,4급,B.861,양호,부산,부산광역시,동판,부산광역시수영구민락동,동방8-L1-L2번전주맞은편도로커브지점경계석에위치함.,2010,,,GRS80,285313.267,211704.178,2.2083,
3549,7084,공공기준점,4급,B.862,양호,부산,부산광역시,동판,부산광역시수영구광안4동,장수엄나무곰탕집앞삼거리에위치함.,2010,,,GRS80,284792.662,209896.866,35.6834,
3550,7085,공공기준점,4급,B.863,양호,부산,부산광역시,동판,부산광역시수영구광안4동,케로스가게앞사거리에위치함.,2010,,,GRS80,284783.852,209948.48,33.6208,
3551,7086,공공기준점,4급,B.864,양호,부산,부산광역시,동판,부산광역시수영구광안4동,광안진병원앞주차장CON'C코너에위치함.,2010,,,GRS80,284716.92,210009.141,29.8097,
3552,7087,공공기준점,4급,B.865,양호,부산,부산광역시,동판,부산광역시수영구광안4동,맛나감자탕집앞에위치함.,2010,,,GRS80,284763.359,210068.876,28.0684,
3553,7088,공공기준점,4급,B.866,양호,부산,부산광역시,동판,부산광역시수영구광안4동,바람개비어린이집앞사거리코너에위치함.,2010,,,GRS80,284705.95,210067.767,27.443,
3554,7089,공공기준점,4급,B.867,양호,부산,부산광역시,동판,부산광역시수영구광안4동,애플옷가게앞KT맨홀옆에위치함.,2010,,,GRS80,284743.152,210188.38,22.9062,
3555,7090,공공기준점,4급,B.868,양호,부산,부산광역시,동판,부산광역시수영구광안4동,오암로29번길114번가옥앞삼거리에위치함.,2010,,,GRS80,283923.007,210047.672,21.7679,
3556,7091,공공기준점,4급,B.869,양호,부산,부산광역시,동판,부산광역시수영구광안4동,진미정식당앞사거리에위치함.,2010,,,GRS80,283902.007,210042.217,20.9792,
3945,20095,공공기준점,4급,CP485,양호,부산,(주)부산도시가스,표시못,부산시 사하구 하단동 615-1번지 주변, 사하경찰서 하단 지구대 남쪽 10m지점 공영주차장 안 인도 끝 측구 위치,2013,,,GRS80,278667.942,196818.906,3.11,동부
3946,20096,공공기준점,4급,CP486,양호,부산,(주)부산도시가스,표시못,부산시 사하구 하단동 613-10번지 주변, 동원전기에서 남쪽 10m지점 광영주차장 안 인도와 측구 사이 위치,2013,,,GRS80,278588.662,196987.977,3.702,동부
3947,20097,공공기준점,4급,CP487,양호,부산,(주)부산도시가스,표시못,부산시 사하구 신평동 370-116번지 주변, ㈜동성화확 신평공장 입구 앞 인도 끝나는 부분 위치,2013,,,GRS80,276428.149,196337.638,1.896,동부
3948,19993,공공기준점,4급,CP415,양호,부산,(주)부산도시가스,표시못,부산광역시 연제구 연산2동 1306-19번지 주변, 희망센트럴뷰아파트 5~6동 입구에서 동남쪽 방향 약 50m 도로 부근,2013,,,GRS80,287187.349,207262.134,14.05,동부
3949,19994,공공기준점,4급,CP416,양호,부산,(주)부산도시가스,표시못,부산광역시 연제구 연산2동 1323-5번지 주변, 희망센트럴뷰아파트 5~6동 입구에서 동남쪽 방향 약 79m 도로 부근,2013,,,GRS80,287121.767,207219.029,14.317,동부
3950,19995,공공기준점,4급,CP417,양호,부산,(주)부산도시가스,표시못,부산광역시 부산진구 양정1동 394-1번지 주변, 홍제병원 입구에서 서북쪽 방향 약 36m 도로 과속방지턱 부근,2013,,,GRS80,286122.17,206365.946,21.837,동부
3951,19996,공공기준점,4급,CP419,양호,부산,(주)부산도시가스,표시못,부산광역시 부산진구 부전2동 515-14번지 주변, 은하약국 입구에서 서남쪽 방향 약 21m 도로 부근,2013,,,GRS80,284226.285,205061.182,7.654,동부
3952,19997,공공기준점,4급,CP420,양호,부산,(주)부산도시가스,표시못,부산광역시 부산진구 부전2동 526-12번지 주변, 부전2동우체국 입구에서 남동쪽 방향 약 22m 도로 부근,2013,,,GRS80,284103.1,205109.067,6.757,동부
3953,19998,공공기준점,4급,CP421,양호,부산,(주)부산도시가스,표시못,부산광역시 부산진구 범천2동 1517-64번지, 세창씽크공장 입구에서 남동쪽 방향 약 12m 보차도경계석 부근,2013,,,GRS80,283099.18,204528.96,95.855,동부
3954,19999,공공기준점,4급,CP422,양호,부산,(주)부산도시가스,표시못,부산광역시 부산진구 범천2동 1523-129번지, 함안상회 입구에서 북동쪽 방향 약 13m 보차도경계석 부근,2013,,,GRS80,283126.316,204442.148,93.391,동부
3955,20000,공공기준점,4급,CP423,양호,부산,(주)부산도시가스,표시못,부산광역시 부산진구 영선동1가 14-1번지 주변, 항만소방서 입구에서 서북쪽 방향 약 50m 도로 부근,2013,,,GRS80,277236.009,203947.568,9.198,동부
3956,20001,공공기준점,4급,CP424,양호,부산,(주)부산도시가스,표시못,부산광역시 부산진구 영선동1가 15번지 주변, 항만소방서 입구에서 서쪽 방향 약 25m 도로 부근,2013,,,GRS80,277192.836,203933.443,9.344,동부
3957,20002,공공기준점,4급,CP427,양호,부산,(주)부산도시가스,표시못,부산광역시 영도구 동삼1동 227-75번지 주변, 명보빌라 입구에서 서남쪽 방향 약 74m 도로 부근,2013,,,GRS80,276003.185,206043.865,114.341,동부
3958,20003,공공기준점,4급,CP428,양호,부산,(주)부산도시가스,표시못,부산광역시 영도구 동삼3동 227-67번지 주변, 대현빌라 입구에서 남동쪽 방향 약 8m 도로 부근,2013,,,GRS80,276040.243,206030.901,113.675,동부
3959,20004,공공기준점,4급,CP429,양호,부산,(주)부산도시가스,표시못,부산광역시 영도구 청학2동 460-2번지 주변, 청운아파트 A동 관리사무소 건물에서 동북쪽 방향 약 19m 도로 부근,2013,,,GRS80,277025.69,205318.923,119.402,동부
3960,20005,공공기준점,4급,CP430,양호,부산,(주)부산도시가스,표시못,부산광역시 영도구 청학1동 442-5번지 주변, 황토탕 입구에서 서쪽 방향 약 29m 도로 부근,2013,,,GRS80,277099.194,205281.989,116.216,동부
3961,20006,공공기준점,4급,CP431,양호,김해,(주)부산도시가스,표시못,부산광역시 사하구 하단동 595-20번지 주변, 괴정천 강변교에서 지하철하단주차장방향(좌측)으로 동조리젠시아파트 앞,2013,,,GRS80,278769.016,196508.045,2.367,동부
3962,20007,공공기준점,4급,CP432,양호,김해,(주)부산도시가스,표시못,부산광역시 사하구 하단동 70-288번지 주변, 괴정천 강변교에서 지하철하단주차장방향(우측)으로 양정재활용썬터 앞,2013,,,GRS80,278722.489,196441.691,2.139,동부
3963,20008,공공기준점,4급,CP433,양호,김해,(주)부산도시가스,표시못,부산광역시 사하구 하단동 870-32번지 주변, 괴정천 강변교에서 지하철하단주차장방향(우측)으로 천우그린빌 앞,2013,,,GRS80,278726.923,196408.442,2.8,동부
3964,20009,공공기준점,4급,CP350,양호,부산,(주)부산도시가스,표시못,부산시 사하구, 원진주택 B동 앞 신호등에서 동남쪽 방향으로 약 10m 횡단보도 부근,2013,,,GRS80,278021.331,198137.659,14.752,동부
3965,20010,공공기준점,4급,CP351,양호,부산,(주)부산도시가스,표시못,부산시 사하구, 마이카3급정비 입구에서 서쪽방향으로 약 14m 인도 경계석 부근,2013,,,GRS80,278002.57,198248.441,15.827,동부
3966,20011,공공기준점,4급,CP352,양호,김해,(주)부산도시가스,표시못,부산시 사하구, 영재수학 입구에서 동남쪽 방향으로 약 22m 인도 부근,2013,,,GRS80,278676.291,197809.459,20.277,동부
3143,8269,공공기준점,4급,B.365,양호,부산,부산광역시,동판,부산광역시금정구서2동,성지리벨루스아파트북서쪽약100M지점공영주차장표지판못미쳐AS도로에위치함,2010,,,GRS80,290878.944,209018.475,76.867,
3144,8270,공공기준점,4급,B.366,양호,부산,부산광역시,동판,부산광역시금정구서2동,아시아세탁소앞교통섬에위치함,2010,,,GRS80,290764.135,209111.005,50.591,
3145,8271,공공기준점,4급,B.367,양호,부산,부산광역시,동판,부산광역시동래구명장2동,안주제일싼집우측AS도로에위치함,2010,,,GRS80,290706.973,209108.807,51.997,
3146,8272,공공기준점,4급,B.368,양호,부산,부산광역시,동판,부산광역시동래구명장2동,부흥빌라주차장입구좌측AS도로에위치함,2010,,,GRS80,290639.283,209096.796,45.703,
3147,6977,공공기준점,4급,B.701,양호,양산,부산광역시,동판,부산광역시기장군장안읍장안리,원전83--R96번전주앞폐가진입로로진입하여폐가앞마당에위치함.,2010,,,GRS80,308299.6839,220680.1224,108.3522,
3148,6978,공공기준점,4급,B.702,양호,방어진,부산광역시,동판,부산광역시기장군장안읍명례리,기장군장안읍명례리738-2번가옥입구맞은편경계석앞에위치함.,2010,,,GRS80,309478.1538,223716.6509,98.1373,
3149,6979,공공기준점,4급,B.703,양호,방어진,부산광역시,동판,부산광역시기장군장안읍명례리,원전31-L18번전주앞CON'C와비포장경계코너에위치함.,2010,,,GRS80,309398.826,223748.6983,94.502,
3150,6980,공공기준점,4급,B.704,양호,방어진,부산광역시,동판,부산광역시기장군장안읍명례리,반석복지재단입구좌측에위치함.,2010,,,GRS80,309181.5998,223671.1433,93.3376,
3151,6981,공공기준점,4급,B.705,양호,방어진,부산광역시,동판,부산광역시기장군장안읍명례리,원전31-L14번전주앞에위치함.,2010,,,GRS80,309246.8971,223681.3918,93.2611,
3152,6982,공공기준점,4급,B.706,양호,방어진,부산광역시,동판,부산광역시기장군장안읍명례리,B0707에서북서쪽약50M지점CON'C도로진입전좌측에위치함.,2010,,,GRS80,309021.3556,223515.1633,89.073,
3153,6983,공공기준점,4급,B.707,양호,방어진,부산광역시,동판,부산광역시기장군장안읍명례리,기장군경계비석우측도로갓길에위치함.,2010,,,GRS80,308975.7077,223561.0027,86.98,
3154,6984,공공기준점,4급,B.708,양호,방어진,부산광역시,동판,부산광역시기장군장안읍명례리,양수펌프전기판넬앞전주옆에위치함.,2010,,,GRS80,308853.2623,223709.2004,76.0677,
3155,6985,공공기준점,4급,B.709,양호,방어진,부산광역시,동판,부산광역시기장군장안읍명례리,도야길6번가옥입구맞은편에위치함.,2010,,,GRS80,308793.4055,223716.3959,74.8111,
3156,6986,공공기준점,4급,B.710,양호,방어진,부산광역시,동판,부산광역시기장군장안읍명례리,원전31-L8번전주옆삼거리에위치함.,2010,,,GRS80,308966.2949,223694.5793,80.7587,
3157,6987,공공기준점,4급,B.711,양호,방어진,부산광역시,동판,부산광역시기장군장안읍명례리,원전31-L10번전주우측약10M지점CON'C도로상에위치함.,2010,,,GRS80,309065.2276,223667.1176,87.2716,
3158,6988,공공기준점,4급,B.712,양호,방어진,부산광역시,동판,부산광역시기장군장안읍명례리,원전413-31-L5번전주좌측약3M지점CON'C도로에위치함.,2010,,,GRS80,308908.7447,223774.15,78.5648,
3159,6989,공공기준점,4급,B.713,양호,방어진,부산광역시,동판,부산광역시기장군장안읍명례리,구운달길5번가옥좌측담장끝지점삼거리에위치함.,2010,,,GRS80,308882.1947,223831.5111,80.7219,
3160,6990,공공기준점,4급,B.714,양호,양산,부산광역시,동판,부산광역시기장군정관면용수리,하동건업입구앞인도끝지점에위치함.,2010,,,GRS80,303979.1623,216200.4709,85.5407,
3161,6991,공공기준점,4급,B.715,양호,양산,부산광역시,동판,부산광역시기장군정관면용수리,정관48-R2번전주맞은편삼거리코너에위치함.,2010,,,GRS80,303871.7568,216351.2769,86.767,
3162,6992,공공기준점,4급,B.720,양호,양산,부산광역시,동판,부산광역시금정구선두구동,노덕선8-L11번전주옆갓길에위치함.,2010,,,GRS80,300378.1284,210215.3757,67.1705,
3163,6993,공공기준점,4급,B.721,양호,양산,부산광역시,동판,부산광역시금정구선두구동,노포167-L10-L2번전주앞CON'C도로끝사각맨홀옆에위치함.,2010,,,GRS80,300316.0429,210147.0825,66.0048,
3164,6994,공공기준점,4급,B.722,양호,양산,부산광역시,동판,부산광역시금정구선두구동,CON'C도로삼거리오수맨홀옆코너에위치함.,2010,,,GRS80,299505.0412,210188.7019,59.5634,
3165,6995,공공기준점,4급,B.723,양호,양산,부산광역시,동판,부산광역시금정구선두구동,수내2길17번가옥앞오수맨홀옆골목앞에위치함.,2010,,,GRS80,299496.1453,210240.1238,60.9647,
3166,6996,공공기준점,4급,B.724,양호,양산,부산광역시,동판,부산광역시기장군일광면화전리,솔밭집식당우측골목삼거리전주옆에위치함.,2010,,,GRS80,298328.1115,220905.432,13.2249,
3167,6997,공공기준점,4급,B.725,양호,양산,부산광역시,동판,부산광역시기장군일광면화전리,새샘슈퍼앞마을진입로코너에위치함.,2010,,,GRS80,298288.0271,220954.8181,12.804,
3557,7092,공공기준점,4급,B.870,양호,부산,부산광역시,동판,부산광역시수영구민락동,민락세일마트앞A.S.P경계에위치함.,2010,,,GRS80,284667.383,211234.535,8.3998,
3558,7093,공공기준점,4급,B.871,양호,부산,부산광역시,동판,부산광역시수영구민락동,수미용실앞공터경계에위치함.,2010,,,GRS80,284674.683,211263.021,8.2914,
3559,7094,공공기준점,4급,B.872,양호,부산,부산광역시,동판,부산광역시수영구민락동,오션브릿지상가앞삼거리에위치함.,2010,,,GRS80,284223.002,211300.127,2.4747,
3560,7095,공공기준점,4급,B.873,양호,부산,부산광역시,동판,부산광역시수영구민락동,도로급커브지점갓길에위치함.,2010,,,GRS80,284074.442,211344.301,2.021,
3561,7096,공공기준점,4급,B.874,양호,부산,부산광역시,동판,부산광역시수영구민락동,영수수산앞사거리에위치함.,2010,,,GRS80,284241.582,211410.369,3.3929,
3562,7097,공공기준점,4급,B.875,양호,부산,부산광역시,동판,부산광역시수영구민락동,싱싱횟집전용주차장CON'C코너에위치함.,2010,,,GRS80,284351.335,211386.948,3.5778,
3563,7440,공공기준점,4급,B.1222,양호,부산,부산광역시,동판,부산광역시동구수정3동,석란꽃화원길건너편신호등옆에위치함.,2010,,,GRS80,281580.8153,203689.8562,56.587,
3564,7441,공공기준점,4급,B.1223,양호,부산,부산광역시,동판,부산광역시동구수정3동,거주자우선주차6라인옆에위치함.,2010,,,GRS80,281348.6551,203833.5465,73.4594,
3565,7442,공공기준점,4급,B.1224,양호,부산,부산광역시,동판,부산광역시동구수정3동,청광아파트지하주차장입구건너편가드펜스시점에위치함.,2010,,,GRS80,281440.4493,203804.446,60.0677,
3566,7443,공공기준점,4급,B.1225,양호,부산,부산광역시,동판,부산광역시동구수정3동,금수빌라앞삼거리중앙우수맨홀옆에위치함.,2010,,,GRS80,281475.6412,203867.9237,33.3356,
3567,7444,공공기준점,4급,B.1226,양호,부산,부산광역시,동판,부산광역시동구수정3동,진해식품길건너편에위치함.,2010,,,GRS80,281498.3532,203866.7563,30.9016,
3568,7445,공공기준점,4급,B.1227,양호,부산,부산광역시,동판,부산광역시동구수정2동,수정초등학교내공영주차장입구사거리중앙에위치함.,2010,,,GRS80,281687.8407,204143.2117,10.2478,
3569,7446,공공기준점,4급,B.1228,양호,부산,부산광역시,동판,부산광역시동구수정2동,신라주택길건너편전주옆에위치함.,2010,,,GRS80,281720.202,204175.4383,11.5726,
3570,7447,공공기준점,4급,B.1229,양호,부산,부산광역시,동판,부산광역시동구좌천4동,용현기사식당앞횡단보도중앙에위치함.,2010,,,GRS80,281877.4679,204209.3581,24.2014,
3571,7448,공공기준점,4급,B.1230,양호,부산,부산광역시,동판,부산광역시동구좌천1동,㈜삼한상사앞삼거리중앙에위치함.,2010,,,GRS80,281902.5203,204225.6529,26.7817,
3572,7449,공공기준점,4급,B.1231,양호,부산,부산광역시,동판,부산광역시동구좌천4동,하나로길17번가옥앞에위치함.,2010,,,GRS80,281950.7101,204228.6109,32.4783,
3573,7450,공공기준점,4급,B.1232,양호,부산,부산광역시,동판,부산광역시동구좌천4동,새싹로160번가옥앞도로반사경옆에위치함.,2010,,,GRS80,281933.6231,204127.6248,34.2377,
3574,7451,공공기준점,4급,B.1233,양호,부산,부산광역시,동판,부산광역시동구수정5동,새싹로153번가옥앞횡단보도옆에위치함.,2010,,,GRS80,281954.6076,204084.2834,37.3567,
3575,7452,공공기준점,4급,B.1234,양호,부산,부산광역시,동판,부산광역시동구수정5동,하늘빛교회앞에위치함.,2010,,,GRS80,282027.3959,204106.9052,46.3452,
3576,7453,공공기준점,4급,B.1235,양호,부산,부산광역시,동판,부산광역시동구좌천4동,새삭로183번가옥건너편통신맨홀옆에위치함.,2010,,,GRS80,282029.627,204141.3929,48.3551,
3577,7454,공공기준점,4급,B.1236,양호,부산,부산광역시,동판,부산광역시동구좌천4동,통일동산4길3번가옥앞계단끝에위치함.,2010,,,GRS80,282092.6726,204206.9909,65.5455,
3578,7455,공공기준점,4급,B.1237,양호,부산,부산광역시,동판,부산광역시동구좌천4동,통일동산4길5번가옥앞에위치함.,2010,,,GRS80,282091.2777,204220.3359,67.4213,
3579,7456,공공기준점,4급,B.1238,양호,부산,부산광역시,동판,부산광역시동구좌천4동,서면종합유통앞사거리중앙에위치함.,2010,,,GRS80,282067.3683,204320.7197,47.0514,
3580,7457,공공기준점,4급,B.1239,양호,부산,부산광역시,동판,부산광역시동구좌천4동,좌천4동공영주차장입구에위치함.,2010,,,GRS80,282060.1355,204236.7735,55.6257,
3581,7458,공공기준점,4급,B.1240,양호,부산,부산광역시,동판,부산광역시동구좌천4동,전주(봉생37L8)남동쪽약5M지점에위치함.,2010,,,GRS80,282113.6024,204472.5525,93.9068,
3582,7459,공공기준점,4급,B.1241,양호,부산,부산광역시,동판,부산광역시동구좌천4동,새터길15번가옥앞에위치함.,2010,,,GRS80,282099.2191,204462.2004,93.0666,
3967,20012,공공기준점,4급,CP353,양호,김해,(주)부산도시가스,표시못,부산시 사하구, 혜암빌라 건물 가운데 주차장 입구에서 서쪽 방향으로 약 13m 인도 부근,2013,,,GRS80,278859.09,197889.36,40.925,동부
3968,20013,공공기준점,4급,CP354,양호,김해,(주)부산도시가스,표시못,부산시 사하구, 미래빌딩 옥토교회 입구에서 북동쪽 방향으로 약 70m  도로 삼거리 부근,2013,,,GRS80,277275.271,197371.572,6.738,동부
3969,20098,공공기준점,4급,CP488,양호,부산,(주)부산도시가스,표시못,부산시 영도구 동삼동 251번지 주변, 원룸 주차장 입구 인도와 측구 사이 위치,2013,,,GRS80,276009.664,206652.863,16.697,동부
3970,20099,공공기준점,4급,CP489,양호,부산,(주)부산도시가스,표시못,부산시 영도구 동삼동 242번지 주변, 동일빌라 맞은편 11m 지점 맨홀 주변,2013,,,GRS80,276025.759,206625.697,19.844,동부
3971,20100,공공기준점,4급,CP490,양호,부산,(주)부산도시가스,표시못,부산시 영도구 동삼동 323-171번지 주변, 동삼동 불짬뽕 앞 위치,2013,,,GRS80,275728.301,206210.017,74.026,동부
3972,19720,공공기준점,4급,CP1,양호,김해,(주)부산도시가스,표시못,부산광역시 사상구,디케이 T.M.I 주식회사 부설 기술연구소 문주 부근,2011,,,GRS80,287781.61,198126.125,2.044,동부
3973,19721,공공기준점,4급,CP2,양호,김해,(주)부산도시가스,표시못,부산광역시 사상구,동화정밀 입구 부근,2011,,,GRS80,287769.804,198218.828,2.197,동부
3974,19722,공공기준점,4급,CP1,양호,김해,(주)부산도시가스,표시못,부산광역시 사상구,지성한의원 북동쪽 방향 약 16m 도로 부근,2011,,,GRS80,281355.323,197561.226,17.087,동부
3975,19723,공공기준점,4급,CP2,양호,김해,(주)부산도시가스,표시못,부산광역시 사상구,엄궁태권도교실 동쪽 방향 약 10m 도로 부근,2011,,,GRS80,281393.897,197570.281,23.038,동부
3976,19724,공공기준점,4급,CP1,양호,김해,(주)부산도시가스,표시못,부산광역시 사상구,대동정밀 북서쪽 방향 약 13m앞 도로 부근,2011,,,GRS80,282377.662,197517.984,1.642,동부
3977,19725,공공기준점,4급,CP2,양호,김해,(주)부산도시가스,표시못,부산광역시 사상구,건성철강(주) 서쪽 약 9m앞 도로 부근,2011,,,GRS80,282256.514,197529.307,1.728,동부
3978,19726,공공기준점,4급,CP1,양호,김해,(주)부산도시가스,표시못,부산광역시 사하구,삼성여자고등학교 경비실에서 남서쪽 방향 약 10m 부근,2011,,,GRS80,277365.845,199852.955,32.602,동부
3979,19727,공공기준점,4급,CP2,양호,김해,(주)부산도시가스,표시못,부산광역시 사하구,삼성여자고등학교 경비실에서 북쪽 방향 약 30m 부근,2011,,,GRS80,277406.609,199857.025,35.146,동부
3980,19728,공공기준점,4급,CP1,양호,김해,(주)부산도시가스,표시못,부산광역시 사하구,남양빌리지 입구에서 북서쪽 방향 약 28m 부근,2011,,,GRS80,277912.043,198548.125,20.269,동부
3981,19729,공공기준점,4급,CP2,양호,김해,(주)부산도시가스,표시못,부산광역시 사하구,메트로빌딩 출입문에서 남서쪽 방향 약 17m 부근,2011,,,GRS80,277948.781,198409.104,17.966,동부
3982,19730,공공기준점,4급,CP1,양호,김해,(주)부산도시가스,표시못,부산광역시 사하구,채원헤어 길 건너편 약 14M 도로 부근,2011,,,GRS80,273448.322,197505.297,1.553,동부
