공간정보일련번호,지형지물부호,등록구,관리기관,행정동,허가번호,설치위치,방향,차도폭,길어깨(보도)의폭,높이,색상,도로구간번호,가로표지판규격,세로표지판규격,물건종류,허가구분
"2,030",사설안내표지판,동래구,동래구,안락2동,동래구201234,안락동19811도로변(안락SK아파트103동 맞은편),충렬로원동IC방면,26,4,,흰(미)색바탕 청색글자,"만덕로, 충렬로,해운로",1200,550,기타,허가
"2,031",사설안내표지판,동래구,동래구,안락2동,동래구201103,안락동1764번지 앞도로,온천천둑길(강림유치원안남초등학교 방면),3,3,,흰(미)색바탕 남색글자,원동길,1100,550,교육기관(학교 등),허가
"2,032",사설안내표지판,동래구,동래구,온천3동,동래구201109,온천동 14405번지,내성교차로만덕터널 방향,22,4,,흰(미)색바탕 청색글자,,,,의료시설,허가
"2,033",사설안내표지판,강서구,강서구,녹산동,,강서구 녹산동 녹산산업대로 녹산LP5/10 가로등                                                       ,,,,,,외부순환도로,,,,
"2,034",사설안내표지판,동래구,동래구,온천3동,동래구201024,온천동 13312번지 나눔과행복병원 앞,미남교차로사직운동장방향,43,3,,흰(미)색바탕 청색글자,,1200,500,종교시설,허가
"2,035",사설안내표지판,동래구,동래구,온천2동,동래구201028,온천동 14382번지(건강관리협회 앞),충렬대로(내성교차로만덕터널),,,,흰(미)색바탕 청색글자,,,,의료시설,허가
"2,036",사설안내표지판,동래구,동래구,명장2동,동래구201039,안락동 29121번지(GS칼텍스 옆),충렬대로(충렬사농산물도매시장방면),4,,,흰(미)색바탕 청색글자,백합1길,1000,500,공동주택,허가
"2,037",사설안내표지판,동래구,동래구,명륜동,동래구201040,명륜동72630앞,시싯골(온천동동래문화회관방향),4,,,흰(미)색바탕 진황색(계열)글자,백합1길,1100,550,공동주택,허가
"2,038",사설안내표지판,동래구,동래구,명륜동,동래구201041,명륜동9741앞 도로,시싯골(문화회관온천동 방향),10,,,흰(미)색바탕 갈색(계열)글자,문화로,1100,550,공동주택,허가
"2,039",사설안내표지판,동래구,동래구,명장2동,동래구201117,명장동29121번지 앞 도로,반송로충렬로,10,,,흰(미)색바탕 청색글자,문화로,550,400,교육기관(학교 등),허가
"2,040",사설안내표지판,동래구,동래구,온천3동,동래구201127,온천동142316번지 광혜병원 인접도로,미남교차로광혜병원사거리,22,4,,흰(미)색바탕 녹색(계열)글자,"만덕로, 충렬로,해운로",1000,400,의료시설,허가
"2,041",사설안내표지판,동래구,동래구,수민동,동래구201128,수안동 417번지 앞 도로,온천천로안락동 방향,22,4,,흰(미)색바탕 진황색(계열)글자,"만덕로, 충렬로,해운로",1100,500,공동주택,허가
"2,042",사설안내표지판,동래구,동래구,수민동,동래구201129,수안동287번지(장하익치과 앞),충렬로(안락교차로방면),0,,,흰(미)색바탕 청색글자,"만덕로, 충렬로,해운로",1000,400,교육기관(학교 등),허가
"2,303",사설안내표지판,해운대구,해운대구,반송2동,,,,24,4,0,,반송로,,,,
"2,304",사설안내표지판,동래구,동래구,안락2동,,,,0,0,0,,,,,,
"2,305",사설안내표지판,사상구,사상구,엄궁동,,,,12,3,0,,대동로,,,,
"2,306",사설안내표지판,사하구,사하구,감천1동,,,,7,0,0,,,,,,
"2,307",사설안내표지판,동래구,동래구,온천1동,,,,0,0,0,,온천번영4길,,,,
"2,309",사설안내표지판,사하구,사하구,감천1동,,,,9,0,0,,,,,,
"2,310",사설안내표지판,부산진구,,양정2동,부산진구0954,양정1동 진남로 동의의료원 입구,동의의료원입구에서 부산진여고 방면,15,,4,흰(미)색바탕 남색글자,진남로,1200,550,기타,허가
"2,311",사설안내표지판,부산진구,,전포1동,부산진구0971,우림종합상사 앞,전포로 에서 중앙중 방면,13,4,4,흰(미)색바탕 갈색(계열)글자,동천로,1200,550,관광시설,허가
"2,312",사설안내표지판,부산진구,,양정2동,부산진구0953,양정1동 연산로 약속다방앞,양정R 에서 동의의료원 방면,15,,4,흰(미)색바탕 남색글자,진남로,1200,550,기타,허가
"2,313",사설안내표지판,부산진구,,당감1동,부산진구0995,개원초교 아래 남호탕앞,백양관문로에서 동원화인타워 방면,38,1,4,흰(미)색바탕 진황색(계열)글자,제3도시고속도로(관문대로),1200,550,종교시설,허가
"2,314",사설안내표지판,부산진구,,전포1동,부산진구0969,전포동 부산은행 앞,부산은행에서 대우자동차 방면,15,,3,흰(미)색바탕 갈색(계열)글자,"충장로, 전포로,거제로",800,500,관광시설,허가
"2,315",사설안내표지판,부산진구,,전포1동,부산진구0970,전포1동 전포로 남영전기 앞,전포로에서 중앙중학교 방면 ,15,,4,흰(미)색바탕 갈색(계열)글자,"충장로, 전포로,거제로",1200,550,관광시설,허가
"2,316",사설안내표지판,영도구,영도구,동삼1동,,,,10,3,0,,,,,,허가
"2,317",사설안내표지판,서구,서구,충무동,,,,0,0,0,,"충무로, 감천로",,,,
"2,318",사설안내표지판,기장군,기장군,장안읍,,,,0,0,0,,,,,,
"2,319",사설안내표지판,기장군,기장군,기장읍,,,,0,0,0,,,,,,
"2,320",사설안내표지판,금정구,금정구,선두구동,,,,0,0,0,,,,,,
"2,321",사설안내표지판,부산진구,부산진구,연지동,,,,0,0,0,,연지남북2길,,,,
"2,322",사설안내표지판,연제구,연제구,연산4동,,,,0,0,0,,쌍미천로,,,,
"2,323",사설안내표지판,연제구,연제구,연산4동,,,,0,0,0,,쌍미천로,,,,
"2,324",사설안내표지판,연제구,연제구,거제3동,,,,0,0,0,,시청1로,,,,
"2,325",사설안내표지판,연제구,연제구,연산4동,,,,0,0,0,,쌍미천로,,,,
"2,326",사설안내표지판,연제구,연제구,연산4동,,,,0,0,0,,쌍미천로,,,,
"2,327",사설안내표지판,연제구,연제구,연산4동,,,,0,0,0,,쌍미천로,,,,
"2,328",사설안내표지판,동구,동구,범일1동,,,,0,0,0,,,,,,
"2,329",사설안내표지판,부산진구,부산진구,부암1동,,,,0,0,0,,백양로,,,,
"2,330",사설안내표지판,부산진구,부산진구,부암1동,,,,0,0,0,,백양로,,,,
"2,331",사설안내표지판,부산진구,부산진구,부암1동,,,,0,0,0,,"신암로, 동평로, 연산로",,,,
"2,332",사설안내표지판,서구,서구,암남동,,,,0,0,0,,"충무로, 감천로",,,,
"2,333",사설안내표지판,서구,서구,암남동,,,,0,0,0,,"충무로, 감천로",,,,
"2,334",사설안내표지판,서구,서구,충무동,,,,0,0,0,,"대영로, 낙동로,금곡로",,,,
"2,335",사설안내표지판,금정구,금정구,선두구동,,,,0,0,0,,체육공원로,,,,
"2,336",사설안내표지판,금정구,금정구,선두구동,,,,0,0,0,,체육공원로,,,,
"2,337",사설안내표지판,부산진구,부산진구,부암1동,,,,0,0,0,,구청1로,,,,
"2,338",사설안내표지판,부산진구,부산진구,부암1동,,,,0,0,0,,구청1로,,,,
"2,339",사설안내표지판,부산진구,부산진구,부암1동,,,,0,0,0,,백양로,,,,
"2,340",사설안내표지판,서구,서구,암남동,,,,0,0,0,,"충무로, 감천로",,,,
"2,341",사설안내표지판,서구,서구,암남동,,,,0,0,0,,"충무로, 감천로",,,,
"2,342",사설안내표지판,서구,서구,암남동,,,,0,0,0,,"충무로, 감천로",,,,
"2,343",사설안내표지판,서구,서구,충무동,,,,0,0,0,,"충무로, 감천로",,,,
"2,346",사설안내표지판,기장군,기장군,장안읍,,,,0,0,0,,,,,,
"2,347",사설안내표지판,금정구,금정구,선두구동,,,,0,0,0,,체육공원로,,,,
"2,348",사설안내표지판,금정구,금정구,선두구동,,,,0,0,0,,체육공원로,,,,
"2,349",사설안내표지판,부산진구,부산진구,부암1동,,,,0,0,0,,"신암로, 동평로, 연산로",,,,
"2,350",사설안내표지판,부산진구,부산진구,부암1동,,,,0,0,0,,"신암로, 동평로, 연산로",,,,
"2,351",사설안내표지판,해운대구,해운대구,반여1동,,,,0,0,0,,,,,,
"2,352",사설안내표지판,부산진구,부산진구,부전2동,,,,0,0,0,,동천로,,,,
"2,353",사설안내표지판,부산진구,부산진구,부전2동,,,,0,0,0,,동천로,,,,
"2,354",사설안내표지판,부산진구,부산진구,부전2동,,,,0,0,0,,신천로,,,,
"2,355",사설안내표지판,동래구,동래구,안락1동,,,,0,0,0,,안락교차로1길,,,,
"2,356",사설안내표지판,기장군,기장군,정관읍,,,,0,0,0,,,,,,
"2,357",사설안내표지판,기장군,기장군,정관읍,,,,0,0,0,,,,,,
"2,358",사설안내표지판,기장군,기장군,정관읍,,,,0,0,0,,,,,,
"2,359",사설안내표지판,기장군,기장군,일광면,,,,0,0,0,,문오성길,,,,
"2,360",사설안내표지판,기장군,기장군,장안읍,,,,0,0,0,,,,,,
"2,361",사설안내표지판,기장군,기장군,장안읍,,,,0,0,0,,,,,,
"2,362",사설안내표지판,동구,동구,수정2동,,,,0,0,0,,동구청길,,,,
"2,363",사설안내표지판,서구,서구,초장동,,,,0,0,0,,,,,,
"2,364",사설안내표지판,서구,서구,아미동,,,,0,0,0,,,,,,
"2,365",사설안내표지판,금정구,금정구,선두구동,,,,0,0,0,,하정길,,,,
"2,366",사설안내표지판,금정구,금정구,선두구동,,,,0,0,0,,상현길,,,,
"2,367",사설안내표지판,금정구,금정구,선두구동,,,,0,0,0,,하정길,,,,
"2,368",사설안내표지판,금정구,금정구,선두구동,,,,0,0,0,,하정길,,,,
"2,369",사설안내표지판,강서구,,가락동,,,,0,0,0,,오봉길,,,,
"2,370",사설안내표지판,동구,동구,수정2동,,,,0,0,0,,동구청길,,,,
"2,371",사설안내표지판,동구,동구,수정1동,,,,0,0,0,,,,,,
"2,372",사설안내표지판,사하구,사하구,당리동,,,,0,0,0,,,,,,
"2,373",사설안내표지판,사하구,사하구,신평2동,,,,9,2,0,,내부순환도로,,,,
"2,374",사설안내표지판,동구,동구,초량2동,동구201001,부산역 건너편 국민은행 초량지점앞,,31,6,,흰(미)색바탕 청색글자,"구덕로, 중앙로,금정로",1800,825,국가기관및기초자치단체(구군청),허가
"2,375",사설안내표지판,동구,동구,수정1동,동구200990,부산광역시 동구 수정1동3634 경남여중앞,,10,2,,흰(미)색바탕 갈색(계열)글자,정발로,1200,550,관광시설,허가
"2,376",사설안내표지판,동구,동구,수정1동,동구200989,부산광역시 동구 수정1동1011464성일교회앞,,6,2,,흰(미)색바탕 갈색(계열)글자,,1200,550,관광시설,허가
"2,377",사설안내표지판,동구,동구,범일5동,동구200986,부산광역시 동구 좌천동68889 남해지방경찰청건너편,,17,,,흰(미)색바탕 청색글자,제1도시고속도로(번영로),1200,550,국가기관및기초자치단체(구군청),허가
"2,378",사설안내표지판,동구,동구,범일2동,동구200982,부산광역시 동구 범일동83432 범일동지하철역4번출입구,,24,1,,흰(미)색바탕 청색글자,범일로,1200,550,국가기관및기초자치단체(구군청),허가
"2,379",사설안내표지판,동구,동구,초량3동,동구200985,부산광역시 동구 초량동11984 하이투자증권초량대리점슈퍼25시앞,,31,6,,흰(미)색바탕 갈색(계열)글자,"구덕로, 중앙로,금정로",1200,550,관광시설,허가
"2,380",사설안내표지판,동구,동구,초량3동,동구200984,부산광역시 동구 초량동1733 삼성디지털프라자앞,,31,6,,흰(미)색바탕 갈색(계열)글자,"구덕로, 중앙로,금정로",1200,550,관광시설,허가
"2,381",사설안내표지판,동구,동구,범일2동,동구200983,부산광역시 동구 범일동83419 삼영보석앞,,26,3,,흰(미)색바탕 청색글자,조방로,1200,550,국가기관및기초자치단체(구군청),허가
"2,173",사설안내표지판,남구,남구,용호1동,,,,14,2,0,,,,,,
"2,174",사설안내표지판,남구,남구,용호1동,,,,0,0,0,,,,,,
"2,175",사설안내표지판,남구,남구,용호1동,,,,14,2,0,,,,,,
"2,176",사설안내표지판,남구,남구,용호1동,,,,14,2,0,,,,,,
"2,177",사설안내표지판,동래구,동래구 도시국 도시관리과,온천1동,,,,10,0,0,,온천번영4길,,,,
"2,178",사설안내표지판,동래구,동래구,온천2동,동래구201028,온천동 14382번지(건강관리협회 앞),충렬대로(내성교차로만덕터널),,,,흰(미)색바탕 청색글자,,,,의료시설,허가
"2,180",사설안내표지판,동래구,동래구,복산동,동래구201131,칠산동31411(명신타일 앞),안락교차로충렬로,,,,기타,,1000,400,종교시설,허가
"2,181",사설안내표지판,동래구,동래구,안락2동,동래구201132,안락동2684,충렬대로원동IC방면,,,,흰(미)색바탕 청색글자,,1100,550,공동주택,허가
"2,182",사설안내표지판,동래구,동래구,안락2동,동래구201133,안락동2685번지(안락뜨란채 삼거리),충렬대로원동IC방면,,,,흰(미)색바탕 청색글자,,1100,550,공동주택,허가
"2,183",사설안내표지판,동래구,동래구,온천2동,동래구201240,온천동527번지(동래지하철역1번출구 앞),중앙로(내성교차로온천장방향),,,,흰(미)색바탕 청색글자,,1100,550,기타,허가
"2,184",사설안내표지판,동래구,동래구,명륜동,동래구201301,명륜동44614번지(동래전화국 맞은편),명륜로(부산교대방향),,,,기타,,1100,550,종교시설,허가
"2,185",사설안내표지판,기장군,기장군,기장읍,,,,15,2,0,,동부길,,,,
"2,186",사설안내표지판,남구,남구,,,용호4동 쌍용예가아파트 주차장 입구                                                                  ,,10,2,3,,,,,,
"2,187",사설안내표지판,남구,남구,,,용호4동 쌍용예가아파트 주차장 입구                                                                  ,,8,3,3,,,,,,
"2,188",사설안내표지판,남구,남구,,,용호4동 쌍용예가아파트 주차장 입구                                                                  ,,8,3,3,,,,,,
"2,189",사설안내표지판,남구,남구,,,용호4동 백운4길 인도 내                                                                             ,,8,2,5,,,,,,
"2,190",사설안내표지판,금정구,금정구 도시국 건설과,장전2동,금정구0815,부산 금정구 장전동50578번지 부근도로,,20,,,흰(미)색바탕 남색글자,"미남로, 우장춘로,금샘길",1200,550,기타,허가
"2,191",사설안내표지판,금정구,금정구 도시국 건설과,부곡3동,금정구0901,부산 금정구 부곡동6327부근도로,,28,3,,,"구덕로, 중앙로,금정로",,,,허가
"2,192",사설안내표지판,금정구,금정구 도시국 건설과,남산동,금정구0902,부산 금정구 남산동2413번지 부근 도로,,25,5,,,"구덕로, 중앙로,금정로",,,,허가
"2,193",사설안내표지판,금정구,금정구 도시국 건설과,청룡노포동,금정구0912,부산 금정구 노포동111980번지 부근 도로,,30,,,,경부고속도로,,,,허가
"2,194",사설안내표지판,금정구,금정구 도시국 건설과,서2동,금정구0913,부산 금정구 서동22134번지 부근도로,,19,3,,흰(미)색바탕 남색글자,반송로,1200,550,,허가
"2,195",사설안내표지판,금정구,금정구 도시국 건설과,장전2동,금정구1002,부산 금정구 장전동50377번지 부근 도로,,19,3,,흰(미)색바탕 검정(계열)글자,반송로,1200,550,의료시설,허가
"2,196",사설안내표지판,금정구,금정구 도시국 건설과,남산동,금정구1003,부산 금정구 남산동2131번지 부근도로,,25,5,,흰(미)색바탕 검정(계열)글자,"구덕로, 중앙로,금정로",1200,550,의료시설,허가
"2,197",사설안내표지판,금정구,금정구 도시국 건설과,구서1동,금정구1004,부산 금정구 구서동93614번지 부근도로,,27,3,,흰(미)색바탕 검정(계열)글자,"구덕로, 중앙로,금정로",1200,550,의료시설,허가
"2,198",사설안내표지판,금정구,금정구 도시국 건설과,부곡1동,금정구1005,부산 금정구 장전동6559번지 부근 도로,,,,,흰(미)색바탕 청색글자,"구덕로, 중앙로,금정로",1200,850,국가기관및기초자치단체(구군청),허가
"2,200",사설안내표지판,기장군,기장군,철마면,,,,9,0,0,,와여길,,,,
"2,201",사설안내표지판,강서구,강서구,가락동,,,,0,0,0,,통전죽동길,,,,
"2,202",사설안내표지판,동래구,동래구,안락2동,,,,0,0,0,,,,,,
"2,203",사설안내표지판,동래구,동래구,명륜동,,,,0,0,0,,삼성대7길,,,,
"2,204",사설안내표지판,남구,남구,용호1동,,,,14,2,0,,,,,,
"2,205",사설안내표지판,남구,남구,용호1동,,,,14,2,0,,,,,,
