공간정보일련번호,지형지물부호,등록구,관리기관,행정동,허가번호,설치위치,방향,차도폭,길어깨(보도)의폭,높이,색상,도로구간번호,가로표지판규격,세로표지판규격,물건종류,허가구분
299,사설안내표지판,해운대구,,반송2동,###############################################################################################################################################################################################################################################################,반송동 하나로약국앞,,,6,,흰(미)색바탕 갈색(계열)글자,윗반송로,,,,허가
300,사설안내표지판,해운대구,해운대구 도시건설국 도시디자인과,우2동,200425,대우마리나아파트 앞 도로,,30,3,2,기타,"광남로, 해운대해변로",1200,800,기타,허가
301,사설안내표지판,해운대구,해운대구 도시건설국 도시디자인과,우1동,200424,우동 해변로(한국전력공사) ,,20,3,3,흰(미)색바탕 청색글자,"광남로, 해운대해변로",1200,600,기타,허가
302,사설안내표지판,해운대구,해운대구 도시건설국 도시디자인과,우2동,200426,해강고등학교 입구(수영로교회),,20,2,3,흰(미)색바탕 갈색(계열)글자,"광남로, 해운대해변로",1200,500,종교시설,허가
303,사설안내표지판,해운대구,해운대구 도시건설국 도시디자인과,반여3동,###############################################################################################################################################################################################################################################################,반여3동 그린파크입구,,,10,,흰(미)색바탕 갈색(계열)글자,"반여로, 재송로",1200,550,종교시설,허가
304,사설안내표지판,해운대구,해운대구 도시건설국 도시디자인과,반여2동,###############################################################################################################################################################################################################################################################,반여2동1291833 반여2동치안센터옆,,,10,,흰(미)색바탕 남색글자,무지개길,,,교육기관(학교 등),허가
305,사설안내표지판,해운대구,,우2동,200415,삼성카메라서비스센터앞,,,,,흰(미)색바탕 청색글자,,,,,허가
306,사설안내표지판,부산진구,,초읍동,부산진구1116,초읍동 외환은행 앞 보도,기업은행에서 초읍중학교 방향,17,4,,흰(미)색바탕 남색글자,성지로,1200,550,교육기관(학교 등),허가
307,사설안내표지판,부산진구,,가야2동,부산진구0817,햇살미술학원 앞(가평새싹로),햇살미술학원에서 아름다운교회 방향,0,,,흰(미)색바탕 갈색(계열)글자,가평새싹로,1200,550,종교시설,허가
308,사설안내표지판,해운대구,해운대구 도시건설국 도시디자인과,좌1동,###############################################################################################################################################################################################################################################################,패밀리마트대천점앞(온누리교회),,,10,,흰(미)색바탕 갈색(계열)글자,순환1길,1200,550,종교시설,허가
309,사설안내표지판,해운대구,,좌2동,###############################################################################################################################################################################################################################################################,상록아파트입구,,,16,,흰(미)색바탕 검정(계열)글자,양운로,,,공동주택,허가
310,사설안내표지판,해운대구,해운대구 도시건설국 도시디자인과,반여1동,###############################################################################################################################################################################################################################################################,아름아트앞,,,7,,기타,선수촌5길,,,,허가
333,사설안내표지판,연제구,,연산2동,연제구2009161,연산2동 84414,,18,3,5,흰(미)색바탕 청색글자,"신암로, 동평로, 연산로",1200,550,기타,허가
336,사설안내표지판,연제구,,연산6동,,연산7동 6853,,21,,5,흰(미)색바탕 청색글자,내부순환도로,1200,550,종교시설,허가
337,사설안내표지판,연제구,,연산4동,연제구2009143,연산4동 58813,,25,,5,흰(미)색바탕 검정(계열)글자,반송로,1200,550,기타,허가
338,사설안내표지판,연제구,,연산4동,연제구2009123,연산4동 5867,,35,,5,흰(미)색바탕 갈색(계열)글자,"구덕로, 중앙로,금정로",1200,550,종교시설,허가
339,사설안내표지판,연제구,,연산2동,연제구2009162,연산2동 82421,,18,3,5,흰(미)색바탕 청색글자,"신암로, 동평로, 연산로",1800,1020,기타,허가
340,사설안내표지판,연제구,,연산4동,연제구2009148,연산4동 74512,,20,,,흰(미)색바탕 갈색(계열)글자,,1200,550,종교시설,허가
341,사설안내표지판,연제구,,연산1동,연제구2009145,연산1동 5802,,16,3,5,흰(미)색바탕 갈색(계열)글자,거제천로,1200,550,종교시설,허가
342,사설안내표지판,사상구,,모라1동,사상구200218,덕포동 7612번지 선도,,27,3,5,기타,백양로,1500,850,교육기관(학교 등),허가
343,사설안내표지판,사상구,,엄궁동,사상구20051,엄궁동 4071번지 앞 도로,,25,5,5,흰(미)색바탕 청색글자,"대영로, 낙동로,금곡로",1100,550,교육기관(학교 등),허가
344,사설안내표지판,사상구,,모라1동,사상구20065,모라동 435 (모라동 4252번지 선도),,19,3,,흰(미)색바탕 청색글자,제3도시고속도로(관문대로),1440,420,기타,허가
345,사설안내표지판,사상구,,학장동,사상구200221,학장동 5714번지 선도,,37,1,5,흰(미)색바탕 청색글자,"보수로, 구청로",1500,900,공동주택,허가
346,사설안내표지판,사상구,,덕포2동,사상구200316,덕포동 119번지 선도,,30,,5,흰(미)색바탕 청색글자,사상로,1300,960,기타,허가
347,사설안내표지판,사상구,,학장동,사상구200313,학장동 5401번지 선도,,30,5,3,기타,"보수로, 구청로",900,900,국가기관및기초자치단체(구군청),허가
348,사설안내표지판,사상구,,학장동,사상구200312,학장동 1684번지 선도,,37,1,3,기타,"보수로, 구청로",900,900,국가기관및기초자치단체(구군청),허가
349,사설안내표지판,부산진구,,전포3동,부산진구0807,황령산터널입구,황령산터널입구에서 행복한병원 방향,34,,,흰(미)색바탕 녹색(계열)글자,황령로,1200,550,의료시설,허가
350,사설안내표지판,중구,,대청동,중구 2008201020,중구 대청동3가 17번지(이상국치과앞),,17,4,,흰(미)색바탕 검정(계열)글자,대청로,1200,550,기타,허가
351,사설안내표지판,해운대구,해운대구 도시건설국 도시디자인과,반여3동,200432,반여동 도연약국 앞,,12,2,4,기타,"반여로, 재송로",1200,500,국가기관및기초자치단체(구군청),허가
352,사설안내표지판,중구,,대청동,중구 2008201024,중구 대청동3가 82번지(향기나는한의원앞),,17,4,,흰(미)색바탕 녹색(계열)글자,대청로,1200,550,의료시설,허가
353,사설안내표지판,중구,,부평동,중구 201823,중구 부평동2가 80번지(아카데미사진관앞),,25,4,0,흰(미)색바탕 검정(계열)글자,대청로,1200,550,기타,
354,사설안내표지판,해운대구,해운대구 도시건설국 도시디자인과,좌3동,200438,한일아파트 입구도로,,12,2,3,흰(미)색바탕 녹색(계열)글자,산책1길,1200,500,종교시설,허가
355,사설안내표지판,해운대구,해운대구 도시건설국 도시디자인과,좌2동,200436,좌동 해운대정형외과앞 도로,,12,3,3,흰(미)색바탕 갈색(계열)글자,순환로,1200,550,종교시설,허가
356,사설안내표지판,해운대구,해운대구 도시건설국 도시디자인과,재송2동,200434,동부지원길 도로,,6,2,3,기타,"반여로, 재송로",1200,500,국가기관및기초자치단체(구군청),허가
357,사설안내표지판,해운대구,해운대구 도시건설국 도시디자인과,반여3동,200430,53번 버스종점 인근,,12,2,3,흰(미)색바탕 청색글자,"반여로, 재송로",1200,550,국가기관및기초자치단체(구군청),허가
358,사설안내표지판,해운대구,해운대구 도시건설국 도시디자인과,재송2동,200433,반여로 토담참 숯불갈비 앞,,6,2,3,기타,"반여로, 재송로",1200,500,국가기관및기초자치단체(구군청),허가
359,사설안내표지판,해운대구,해운대구 도시건설국 도시디자인과,좌2동,200437,좌동주공3차아파트입구도로(경남선경아파트),,12,3,3,기타,청사포길,1200,550,공동주택,허가
360,사설안내표지판,해운대구,해운대구 도시건설국 도시디자인과,중1동,200441,중동 구 해동시장 입구 ,,20,2,3,기타,순환로,1200,550,국가기관및기초자치단체(구군청),허가
361,사설안내표지판,남구,남구 도시국 도시관리과,대연1동,남구200725,용당로 김한상산부인과 맞은편,대연사거리에서 유엔교차로 방향,18,4,5,흰(미)색바탕 청색글자,"석포로, 용당로",1200,550,교육기관(학교 등),허가
362,사설안내표지판,동구,동구 도시국 도시안전과,범일2동,동구 20082,국민은행 범일동지점 앞,,25,4,3,기타,범일로,600,1050,국가기관및기초자치단체(구군청),허가
363,사설안내표지판,동구,동구 도시국 도시안전과,범일5동,동구 200812,오륙도화물 앞 인도(5부두로),,19,4,3,흰(미)색바탕 청색글자,5부두로,1000,500,국가기관및기초자치단체(구군청),허가
364,사설안내표지판,동구,동구 도시국 도시안전과,초량3동,동구 200816,부산진역 CY앞,,40,5,6,흰(미)색바탕 청색글자,"충장로, 전포로,거제로",1800,1020,국가기관및기초자치단체(구군청),허가
365,사설안내표지판,동구,동구,범일2동,동구200943,눌원빌딩 건너편,,34,4,,흰(미)색바탕 검정(계열)글자,"수영로, 자성로",1500,550,기타,허가
366,사설안내표지판,동구,동구 도시국 도시안전과,초량2동,동구 200815,부산역 건너편 KTF앞,,29,8,6,흰(미)색바탕 청색글자,,1800,1020,국가기관및기초자치단체(구군청),허가
367,사설안내표지판,동구,동구,좌천동,동구200801,지하철 좌천동역 1번출구옆,,28,6,6,흰(미)색바탕 녹색(계열)글자,"구덕로, 중앙로,금정로",1800,825,의료시설,허가
368,사설안내표지판,부산진구,,연지동,부산진구134,초읍동 화인아파트입구 보도,,7,,,흰(미)색바탕 청색글자,성지길,1500,900,교육기관(학교 등),허가
369,사설안내표지판,부산진구,,,,,,,,,,,,,,
370,사설안내표지판,동구,동구,범일2동,동구200916,범일동 부산불교방송국앞,,25,4,5,기타,범일로,1200,550,국가기관및기초자치단체(구군청),허가
371,사설안내표지판,동구,동구 도시국 도시안전과,범일5동,동구 20087,부산항운노조앞,,40,5,7,갈색바탕 흰색글자,"충장로, 전포로,거제로",1500,1200,기타,허가
372,사설안내표지판,동구,동구,좌천동,동구200803,좌천탕앞,,7,,7,흰(미)색바탕 청색글자,정공단길,1100,550,교육기관(학교 등),허가
373,사설안내표지판,동구,동구,범일1동,동구200804,서광교회 진입도로 입구,,9,,7,흰(미)색바탕 청색글자,무지개1길,1100,550,교육기관(학교 등),허가
374,사설안내표지판,서구,서구 도시국 재난안전과,남부민2동,서구0896,부산 서구 남부민동 679,남부민3동 등대약국비치관광호텔,,,,갈색바탕 흰색글자,"충무로, 감천로",1200,550,기타,허가
375,사설안내표지판,서구,서구 도시국 재난안전과,동대신1동,서구08102,부산 서구 동대신동1가 49,부산터널입구동일교회,,,,흰(미)색바탕 갈색(계열)글자,"대영로, 낙동로,금곡로",1200,550,종교시설,허가
376,사설안내표지판,서구,서구 도시국 재난안전과,서대신3동,서구07124,부산 서구 서대신동3가 5136,부경고등학교전등사간,4,,,흰(미)색바탕 갈색(계열)글자,망양로,1000,550,종교시설,허가
377,사설안내표지판,서구,서구 도시국 재난안전과,아미동,서구0887,부산 서구 아미동2가 2711,감천구길(옥천로)입구아미초등간,4,,,흰(미)색바탕 남색글자,망양로,1200,550,교육기관(학교 등),허가
378,사설안내표지판,사상구,,괘법동,사상구200517,괘법동 5721(3081번지 선도),,98,,6,흰(미)색바탕 청색글자,괘내1길,1200,650,종교시설,허가
379,사설안내표지판,사상구,,학장동,사상구200515,학장동 5662(1681번지 선도),,37,1,6,흰(미)색바탕 청색글자,"보수로, 구청로",1500,800,공동주택,허가
380,사설안내표지판,사상구,,괘법동,사상구200311,괘법동 5571번지 선도,,15,2,3,기타,"장인로,새벽로",900,900,국가기관및기초자치단체(구군청),허가
381,사설안내표지판,사상구,,엄궁동,사상구20059,엄궁동 산10417번지 앞 도로,,25,2,,,"대영로, 낙동로,금곡로",1200,350,공동주택,허가
382,사설안내표지판,서구,서구 도시국 재난안전과,동대신3동,2005117,동대신동3가 519(믿음약국앞),대영로터리에서 구덕터널방향,,,,흰(미)색바탕 청색글자,"보수로, 구청로",2500,1500,국가기관및기초자치단체(구군청),허가
383,사설안내표지판,부산진구,,연지동,부산진구626,초읍동 2697번지 ,,12,1,,기타,,1200,850,교육기관(학교 등),허가
384,사설안내표지판,연제구,,연산1동,연제구201015,연산1동 3321,,13,4,5,흰(미)색바탕 남색글자,"고분로,연잎로",1200,550,교육기관(학교 등),허가
385,사설안내표지판,서구,서구 도시국 재난안전과,암남동,###############################################################################################################################################################################################################################################################,암남동 56021(송림세탁소위),일원슈퍼에서 혜성아트빌라방향,15,,,갈색바탕 흰색글자,장군산13길,,,종교시설,허가
386,사설안내표지판,남구,남구 도시국 도시관리과,문현3동,남구200402,전포로 삼성힐타워 앞,문현교차로에서 전포동 방향,42,4,,기타,"충장로, 전포로,거제로",1200,800,공동주택,허가
387,사설안내표지판,사상구,,주례2동,사상구200521,주례동 6011 (6071번지 앞 도로),,,,6,흰(미)색바탕 청색글자,,1440,420,교육기관(학교 등),허가
388,사설안내표지판,사상구,,괘법동,사상구20062,괘법동 1201 (괘법동 산611번지앞 도로),,23,5,6,흰(미)색바탕 청색글자,백양로,1500,850,교육기관(학교 등),허가
389,사설안내표지판,사상구,,모라3동,사상구20063,모라동 7517 (모라동 산56번지앞 도로),,41,4,,흰(미)색바탕 청색글자,터널오름길,1500,850,교육기관(학교 등),허가
390,사설안내표지판,중구,,중앙동,중구 201817,중구 중앙동4가 775(KT중부지점앞),,30,5,0,흰(미)색바탕 청색글자,"구덕로, 중앙로,금정로",1800,1180,국가기관및기초자치단체(구군청),
391,사설안내표지판,부산진구,,가야1동,부산진구637,가야1동 1080번지,,26,4,,흰(미)색바탕 청색글자,,1200,750,교육기관(학교 등),허가
392,사설안내표지판,중구,,대청동,중구 2008201034,중구 대청동1가 44번지(한국은행앞),,16,4,,흰(미)색바탕 갈색(계열)글자,대청로,1200,550,종교시설,허가
393,사설안내표지판,중구,,중앙동,중구 201819,중구 중앙동 4가 741,,8,2,0,기타,웅비2길,1000,800,국가기관및기초자치단체(구군청),
394,사설안내표지판,중구,,보수동,중구 201816,중구 보수동2가 10615번지(포드주차장앞),,18,2,0,기타,검정다리길,900,900,기타,
395,사설안내표지판,사상구,,엄궁동,사상구20075,엄궁동 5301번지 앞 가로등,엄궁회센타엄궁삼거리 방향,25,5,6,흰(미)색바탕 갈색(계열)글자,"대영로, 낙동로,금곡로",1200,550,종교시설,허가
396,사설안내표지판,해운대구,해운대구 도시건설국 도시디자인과,송정동,200444,송정동 낙원식당 앞 도로,,30,3,3,갈색바탕 흰색글자,,1200,500,종교시설,허가
397,사설안내표지판,해운대구,해운대구 도시건설국 도시디자인과,좌4동,###############################################################################################################################################################################################################################################################,좌4동지구대앞 도로,,18,3,3,기타,순환로,1200,550,공동주택,허가
398,사설안내표지판,해운대구,해운대구 도시건설국 도시디자인과,재송1동,200453,재송동 유창맨션 윗길,,6,2,3,흰(미)색바탕 녹색(계열)글자,소나무길,1200,500,종교시설,허가
399,사설안내표지판,해운대구,해운대구 도시건설국 도시디자인과,송정동,200654,대원부동산앞(수산인력개발원),,,,,흰(미)색바탕 청색글자,,1200,550,국가기관및기초자치단체(구군청),허가
400,사설안내표지판,해운대구,해운대구 도시건설국 도시디자인과,좌4동,200455,좌4동사 입구도로,,30,3,3,기타,순환로,1200,550,공동주택,허가
401,사설안내표지판,해운대구,해운대구 도시건설국 도시디자인과,반여3동,200442,반여로 어린이집 입구도로,,12,2,3,흰(미)색바탕 청색글자,"반여로, 재송로",1200,550,교육기관(학교 등),허가
402,사설안내표지판,해운대구,해운대구 도시건설국 도시디자인과,좌3동,200456,좌동 재활용센터 앞 도로,,,14,,흰(미)색바탕 청색글자,순환로,1200,550,교육기관(학교 등),허가
403,사설안내표지판,해운대구,해운대구 도시건설국 도시디자인과,반여3동,200652,반여동 지리산 약국 앞,,12,3,3,흰(미)색바탕 청색글자,"반여로, 재송로",1200,550,종교시설,허가
404,사설안내표지판,부산진구,,개금1동,부산진구1109,사상농협 개금지점앞,사상농협 개금지점에서 선봉사 방향,15,3,,흰(미)색바탕 갈색(계열)글자,금야1로,1200,550,종교시설,허가
405,사설안내표지판,해운대구,,송정동,###############################################################################################################################################################################################################################################################,미림합판목재앞,,30,,,흰(미)색바탕 갈색(계열)글자,"좌동로,해운로, 기장대로",1200,550,종교시설,허가
406,사설안내표지판,영도구,,청학2동,영도구0509,부산시 영도구 청학2동 99240앞,청학2동사무소에서 영도구청방향,15,3,,흰(미)색바탕 갈색(계열)글자,,1200,800,공동주택,허가
407,사설안내표지판,해운대구,해운대구 도시건설국 도시디자인과,좌2동,###############################################################################################################################################################################################################################################################,벽산1차앞,,18,3,3,기타,"해운대해변로,해운로",1200,500,종교시설,허가
408,사설안내표지판,영도구,,청학2동,영도구99,,,,,,,,,,,허가
409,사설안내표지판,해운대구,해운대구 도시건설국 도시디자인과,반여3동,200451,반여로 훼밀리마트 입구도로,,9,2,3,흰(미)색바탕 청색글자,"반여로, 재송로",1200,550,교육기관(학교 등),허가
410,사설안내표지판,해운대구,해운대구 도시건설국 도시디자인과,재송1동,200454,재송동 유창맨션 입구,,8,2,3,기타,소나무길,1200,550,기타,허가
411,사설안내표지판,해운대구,해운대구 도시건설국 도시디자인과,우2동,###############################################################################################################################################################################################################################################################,충렬로 삼호가든 진입도로,,24,3,4,흰(미)색바탕 검정(계열)글자,"만덕로, 충렬로,해운로",2000,1000,기타,허가
412,사설안내표지판,해운대구,해운대구 도시건설국 도시디자인과,반송2동,200450,동부산대학교 입구 건너편 안전지대,,12,12,2,,반송로,2000,5,국가기관및기초자치단체(구군청),허가
413,사설안내표지판,해운대구,,,,,,,,,,,,,,
414,사설안내표지판,해운대구,,,,,,,,,,,,,,
416,사설안내표지판,금정구,,,,,,,,,,,,,,
417,사설안내표지판,사상구,,주례3동,사상구20074,주례동 69318번지 선도,,40,5,7,흰(미)색바탕 갈색(계열)글자,가야로,1200,550,종교시설,허가
418,사설안내표지판,수영구,수영구 도시국 도시관리과,망미1동,수영구200633,수영구 망미1동 8251,수영교차로에서 망미교차로 방면,25,,3,흰(미)색바탕 청색글자,"신암로, 동평로, 연산로",1800,1200,교육기관(학교 등),허가
419,사설안내표지판,사상구,,덕포2동,사상구200219,덕포동 7611번지 선도,,27,3,5,,백양로,1500,850,교육기관(학교 등),허가
420,사설안내표지판,사상구,,덕포1동,사상구20071,사상구 덕포동 789번지 앞 도로(보도),,23,,5,흰(미)색바탕 청색글자,백양로,1200,550,교육기관(학교 등),허가
421,사설안내표지판,서구,서구 도시국 재난안전과,암남동,200781,암남동 611(복음병원 맞은편),고신의료원에서 감천방향,4,,,흰(미)색바탕 청색글자,"충무로, 감천로",1800,825,교육기관(학교 등),허가
422,사설안내표지판,서구,서구 도시국 재난안전과,서대신1동,2007106,서대신동1가 53(르노자동차앞),서대신로터리에서 부민사거리방향,6,,5,흰(미)색바탕 청색글자,서일2길,1200,550,국가기관및기초자치단체(구군청),허가
423,사설안내표지판,사상구,,주례1동,사상구200616,주례동 69016,,6,6,,흰(미)색바탕 청색글자,가야로,1200,650,종교시설,허가
424,사설안내표지판,사상구,,괘법동,사상구20034,괘법동 5532번지 앞 도로,,15,2,6,흰(미)색바탕 청색글자,사상로,1320,660,종교시설,허가
425,사설안내표지판,부산진구,,전포1동,부산진구647,부산시 진구 전포동 676번지,,17,3,,흰(미)색바탕 청색글자,동천로,1200,450,종교시설,허가
426,사설안내표지판,동구,동구,범일2동,동구200945,범일동 부산은행 본점앞,,5,,6,흰(미)색바탕 검정(계열)글자,범일로,1500,550,흰(미)색바탕 검정(계열)글자,허가
427,사설안내표지판,동구,동구,좌천동,동구200936,지하철 좌천동역 7번 출구옆,,28,6,6,흰(미)색바탕 녹색(계열)글자,"구덕로, 중앙로,금정로",1200,550,의료시설,허가
428,사설안내표지판,남구,남구 도시국 도시관리과,문현4동,남구200603,수영로 지겟골역 근처,문현교차로에서 대연동 방향,21,5,,흰(미)색바탕 청색글자,"수영로, 자성로",1100,550,교육기관(학교 등),허가
429,사설안내표지판,사상구,,모라1동,사상구20061,모라동 1368 (모라동 132814번지 앞 도로),,20,5,5,,,1500,850,종교시설,허가
430,사설안내표지판,동구,동구 도시국 도시안전과,범일2동,동구 200677,범일2동우체국 앞,,14,3,3,기타,조방6길,450,900,국가기관및기초자치단체(구군청),허가
431,사설안내표지판,사상구,,덕포1동,사상구200613,덕포동 6921,,15,2,,흰(미)색바탕 청색글자,사상로,1100,550,종교시설,허가
432,사설안내표지판,사상구,,모라3동,사상구20066,모라동 7517 (모라동 산56번지 선도),,4,0,6,흰(미)색바탕 청색글자,터널오름길,1440,420,,허가
433,사설안내표지판,중구,,대청동,중구 2004200685,중구 대청동 4가 359,,15,3,,흰(미)색바탕 갈색(계열)글자,영선고개길,1200,550,종교시설,허가
434,사설안내표지판,남구,남구 도시국 도시관리과,대연3동,남구20022102,대남교차로 BMW대리점 앞,대남교차로에서 경성대학교 방향,24,4,,흰(미)색바탕 청색글자,"수영로, 자성로",1500,850,국가기관및기초자치단체(구군청),허가
435,사설안내표지판,부산진구,,가야2동,부산진구699,부산시 가야2동 506번지,,14,4,,기타,,1200,550,종교시설,허가
436,사설안내표지판,사상구,,괘법동,사상구20033,괘법동 5475번지 선도,,8,,6,흰(미)색바탕 청색글자,광장로,1320,660,종교시설,허가
437,사설안내표지판,부산진구,,가야2동,부산진구6100,부산진구 가야2동 591번지,,11,,,기타,금야1로,1200,550,공동주택,허가
438,사설안내표지판,남구,남구 도시국 도시관리과,대연3동,남구200634,수영로 복십자의원 앞,대남교차로에서 대연사거리 방향,21,5,,흰(미)색바탕 청색글자,,1100,550,국가기관및기초자치단체(구군청),허가
440,사설안내표지판,남구,남구 도시국 도시관리과,대연3동,남구200562,황령로 황령터널 입구 근처,대남교차로에서 황령터널 방향,6,,,흰(미)색바탕 청색글자,대동1길,800,400,기타,허가
441,사설안내표지판,남구,남구 도시국 도시관리과,대연4동,남구200558,유엔로 부산공업고등학교 후문 맞은편 근처,우암자유아파트에서 유엔교차로 방향,15,3,,흰(미)색바탕 검정(계열)글자,유엔로,800,400,교육기관(학교 등),허가
442,사설안내표지판,남구,남구 도시국 도시관리과,대연3동,남구20037303,황령도 도원카프라자주유소 앞,황령터널에서 대남교차로 방향,29,3,,기타,황령로,2400,1500,교육기관(학교 등),허가
311,사설안내표지판,남구,남구 도시국 도시관리과,문현4동,남구200629,수영로 시티프라자 근처,문현교차로에서 지게골역 방향,7,,,흰(미)색바탕 청색글자,"수영로, 자성로",800,400,국가기관및기초자치단체(구군청),허가
312,사설안내표지판,서구,서구 도시국 재난안전과,충무동,200754,충무동1가 431(자갈치지할철역 입구),남포동에서 충무로터리방향,6,,,흰(미)색바탕 청색글자,"구덕로, 중앙로,금정로",1300,960,기타,허가
313,사설안내표지판,사상구,,엄궁동,사상구20047,엄궁동 2915(354번지 앞),,10,2,5,흰(미)색바탕 청색글자,엄궁중앙길,1100,550,종교시설,허가
315,사설안내표지판,서구,서구 도시국 재난안전과,서대신3동,200632,서대신동3가 2491(운동복집 앞),서대신로터리에서 구덕운동장 방향,4,,,기타,망양로,90,60,기타,허가
316,사설안내표지판,사상구,,엄궁동,부산사상20075,,,,,,,"대영로, 낙동로,금곡로",,,,허가
317,사설안내표지판,부산진구,,당감2동,부산진구678,부암1동 8801번지(신천지주유소앞),,19,,,흰(미)색바탕 청색글자,제2도시고속도로(동서고가로),1500,850,기타,허가
318,사설안내표지판,서구,서구 도시국 재난안전과,서대신1동,200721,서대신동2가 339(우수입시미술학원 위),서대신로터리에서 대티터널방향,,,,흰(미)색바탕 청색글자,"대영로, 낙동로,금곡로",3000,2000,교육기관(학교 등),허가
319,사설안내표지판,남구,남구 도시국 도시관리과,문현1동,남구200644,데시앙아파트 입구,문현교차로에서 문현동 성동초등학교 방향,12,,,흰(미)색바탕 검정(계열)글자,명랑길,700,400,공동주택,허가
320,사설안내표지판,사상구,,학장동,사상구200510,학장동 16815번지 앞 도로,,37,1,6,흰(미)색바탕 청색글자,"보수로, 구청로",1100,550,교육기관(학교 등),허가
321,사설안내표지판,남구,남구 도시국 도시관리과,대연4동,남구200430,석포로 담배인상공사 앞,부산외국어대학교삼거리에서 유엔교차로 방향,7,,,흰(미)색바탕 청색글자,,800,400,종교시설,허가
322,사설안내표지판,사상구,,주례3동,사상구200528,주례동 116322(116311번지 앞 도로),,,,,흰(미)색바탕 청색글자,,1200,350,교육기관(학교 등),허가
323,사설안내표지판,사상구,,주례2동,사상구200524,주례동 55215(56번지 앞 도로),,8,,6,흰(미)색바탕 청색글자,냉정동서1길,1500,850,교육기관(학교 등),허가
324,사설안내표지판,연제구,,연산2동,연제구2007215,연산2동 82421,,18,3,5,기타,"신암로, 동평로, 연산로",1050,890,종교시설,허가
325,사설안내표지판,중구,,중앙동,,,,,,,,웅비2길,,,,허가
326,사설안내표지판,동래구,동래구,사직2동,동래구201209,사직2동 5954,사직초 사직야구장,10,2,,흰(미)색바탕 갈색(계열)글자,,1200,550,종교시설,허가
327,사설안내표지판,연제구,,연산6동,연제구2009147,연산6동 6853,,28,,5,흰(미)색바탕 갈색(계열)글자,"신암로, 동평로, 연산로",1200,550,종교시설,허가
328,사설안내표지판,연제구,,거제1동,연제구2009127,거제1동 762,,63,19,5,흰(미)색바탕 남색글자,"구덕로, 중앙로,금정로",1200,550,교육기관(학교 등),허가
329,사설안내표지판,해운대구,해운대구 도시건설국 도시디자인과,재송2동,200820,재송중과반여성당삼거리(재송중학교),,,7,,흰(미)색바탕 남색글자,"반여로, 재송로",1200,550,교육기관(학교 등),허가
330,사설안내표지판,연제구,,연산4동,연제구2009125,연산4동 72616,,35,,,흰(미)색바탕 남색글자,"구덕로, 중앙로,금정로",1200,550,기타,허가
331,사설안내표지판,연제구,,거제1동,연제구2009149,거제1동 171,,52,,,흰(미)색바탕 갈색(계열)글자,"충장로, 전포로,거제로",1200,550,종교시설,허가
332,사설안내표지판,연제구,,연산2동,연제구2009146,연산2동 7611,,29,,5,흰(미)색바탕 갈색(계열)글자,,1200,550,종교시설,허가
551,사설안내표지판,연제구,,거제3동,연제구2010125,거제3동 74089,,41,5,5,흰(미)색바탕 갈색(계열)글자,"충장로, 전포로,거제로",1200,550,종교시설,허가
552,사설안내표지판,부산진구,,가야2동,부산진구1013,가야2동 구)대명극장앞,가야2동 OK모터스앞,9,,4,흰(미)색바탕 갈색(계열)글자,금야2로,1800,1200,관광시설,허가
553,사설안내표지판,남구,남구 도시국 도시관리과,문현4동,남구20022104,문현교차로 세종그랑시아 앞,충장로에서 수영로 방향,22,,,흰(미)색바탕 청색글자,제1도시고속도로(번영로),1500,850,국가기관및기초자치단체(구군청),허가
554,사설안내표지판,남구,남구 도시국 도시관리과,용당동,남구200201,신선로 신선대컨테이너터미널 근처,현대정유앞에서 신선대부두사거리 방향,27,5,,흰(미)색바탕 청색글자,내부순환도로,1500,850,기타,허가
555,사설안내표지판,남구,남구 도시국 도시관리과,대연3동,남구200514,수영로 경성대 후문 입구,대남교차로에서 대연사거리 방향,21,5,,기타,,1500,850,교육기관(학교 등),허가
556,사설안내표지판,수영구,,,,,,,,,,토성2길,,,,허가
557,사설안내표지판,동구,동구,초량3동,동구200920,초량3동 성지빌딩(태평양빌딩) 앞,,30,5,6,흰(미)색바탕 청색글자,"구덕로, 중앙로,금정로",1200,550,교육기관(학교 등),허가
558,사설안내표지판,동구,동구,초량3동,동구200941,부산역광장 지하도 진입구,,32,8,6,기타,"구덕로, 중앙로,금정로",1200,550,국가기관및기초자치단체(구군청),허가
559,사설안내표지판,동구,동구,초량3동,동구200933,부산진역 철도CY 5M전,,40,5,6,흰(미)색바탕 청색글자,"충장로, 전포로,거제로",1200,550,국가기관및기초자치단체(구군청),허가
560,사설안내표지판,동구,동구 도시국 도시안전과,수정2동,동구 20071,동부경찰서앞,,29,6,6,흰(미)색바탕 청색글자,"구덕로, 중앙로,금정로",1500,900,국가기관및기초자치단체(구군청),허가
561,사설안내표지판,동구,동구,초량1동,동구201002,초량동 아리랑호텔 측면 건너편,,8,,5,기타,광장2길,1000,800,국가기관및기초자치단체(구군청),허가
562,사설안내표지판,동구,동구,초량2동,동구200942,초량동 행운예식장옆 훼미리마트편의점앞,,32,8,6,흰(미)색바탕 검정(계열)글자,"구덕로, 중앙로,금정로",1200,550,,허가
563,사설안내표지판,동구,동구,초량2동,동구200930,초량동 역전슈퍼 앞,,30,11,6,흰(미)색바탕 검정(계열)글자,"구덕로, 중앙로,금정로",1200,550,국가기관및기초자치단체(구군청),허가
564,사설안내표지판,부산진구,,전포2동,부산진구677,전포2동 1811번지,,16,5,,흰(미)색바탕 청색글자,"충장로, 전포로,거제로",900,400,종교시설,허가
